Year,id,state,Top10_adj,Top5_adj,Top1_adj,Top05_adj,Top01_adj,Top001_adj,N_TaxReturn,N_TaxUnit,AvgInc,TotalInc_1000,AGI_1000,CPI2014
1966,14,Illinois,32.68676286,22.35852692,10.30814069,7.363089072,3.53116776,1.412677537,4248994,4277767.861,7459.244857,31908917.92,31077659,6.701413339
1967,14,Illinois,33.15924335,22.97185478,10.62479981,7.600559003,3.644654903,1.402337585,4365268,4312405.384,7958.180052,34318898.5,33631805,6.500772221
1968,14,Illinois,33.83339456,23.64225387,11.15314594,8.062539795,3.89298084,1.494291951,4486180,4343232.061,8485.938966,36856402.18,36602285,6.239246901
1969,14,Illinois,32.80115896,22.49633507,10.25633559,7.374841823,3.667418205,1.537840239,4513698,4373178.631,8970.307653,39228757.74,39400682,5.916234119
1970,14,Illinois,31.24703267,20.91783617,8.837461755,6.13423996,2.741808925,1.026555795,4309313,4411441.98,9271.559154,40900945.27,40247058,5.596025571
1971,14,Illinois,31.71439251,21.08252272,9.013578062,6.291467928,2.804929685,1.021200138,4294442,4487406.784,9764.58715,43817674.62,42253336,5.361130671
1972,14,Illinois,32.56328993,21.87975627,9.377979826,6.499968918,3.068926777,1.209517439,4331601,4556159.915,10487.44194,47782462.59,46239265,5.194396942
1973,14,Illinois,32.29677849,21.48573084,8.902786784,6.172183679,2.642994563,0.967791184,4505335,4620904.257,11358.06621,52484536.5,51122750,4.890220544
1974,14,Illinois,32.75723619,21.80011452,9.038124869,6.26241325,2.722962538,0.883364736,4547141,4684996.496,12189.69294,57108668.71,55043236,4.404174283
1975,14,Illinois,31.90617491,20.97961574,8.507544345,5.783025565,2.340936408,0.735622636,4476990,4753766.881,12674.02381,60249354.63,57066124,4.035795393
1976,14,Illinois,32.59723169,21.56322052,8.742266616,5.958138336,2.481751251,0.777742956,4602973,4822183.023,13683.34787,65983607.81,63828408,3.815919019
1977,14,Illinois,32.4223049,21.17003579,8.877281653,6.065287453,2.55706416,0.853871448,4655838,4894696.213,14759.70158,72244255.41,68841143,3.582933864
1978,14,Illinois,32.44816956,21.42423516,8.703148763,5.960622255,2.503674716,0.775488186,4770947,4971356.581,15999.99672,79541689,75859512,3.330150187
1979,14,Illinois,33.16119483,22.35987274,9.673466978,6.855519958,3.22204305,1.244468268,4901286,5088738.96,17393.49839,88510972.9,84428716,3.039053142
1980,14,Illinois,33.13531461,22.65768009,9.548478042,6.685700798,3.08204946,1.091564445,4833700,5101907,18436.10608,94059298.66,90054783,2.735386935
1981,14,Illinois,33.4600971,22.22155206,9.699196765,6.935704475,3.306017341,1.162436042,4830669,5162344.5,19777.73317,102099472.1,96246072,2.49761264
1982,14,Illinois,35.01712555,23.67810617,10.85840925,8.011231907,4.19998761,1.743848335,4639030,5208239,20507.56782,106808314.5,95058345,2.355472083
1983,14,Illinois,36.16966004,24.69884793,11.59907659,8.676733846,4.645090296,1.894222169,4633387.358,5142349.32,20990.55542,107940768.4,,2.259049249
1984,14,Illinois,36.18475426,24.91507218,11.83388838,8.90696355,4.890994376,2.104940492,4783374.4,5230652.219,22613.68688,118284331.5,,2.170210234
1985,14,Illinois,36.67543059,25.52691193,12.28704104,9.314555506,5.113592877,2.128931226,4890212.507,5321927.725,24036.85071,127922382.2,,2.098175495
1986,14,Illinois,39.87441283,28.8974225,15.54693827,12.31143704,7.193460119,3.237217606,4956836,5417249.5,26223.37991,142058591.7,123481338,2.060863542
1987,14,Illinois,38.77454702,27.13796397,13.20886353,9.94140476,5.258507463,2.107074986,5078296,5472731,25954.35869,142041223.4,139481852,1.993507337
1988,14,Illinois,41.21250784,29.96267674,16.16394945,12.72201226,7.295519524,3.159163379,5196346,5476229,28777.96433,157594722.8,154863207,1.922940705
1989,14,Illinois,40.44053727,29.0054826,14.96197125,11.52367285,6.343385359,2.657027341,5295982,5462765,30016.24654,163971701,162700520,1.843412935
1990,14,Illinois,39.72961726,28.73623181,14.83127041,11.31939608,6.014285911,2.403910447,5357997,5511008.5,31279.9999,172384345.3,170173371,1.755897371
1991,14,Illinois,39.99453805,28.3172725,14.06237778,10.54892882,5.458352664,2.110921557,5390714,5585224,31036.04007,173343235.8,172970205,1.695113016
1992,14,Illinois,40.95558536,29.48134767,15.40844167,11.8336094,6.463578187,2.693208475,5364490,5663293.5,32539.92377,184283138.8,181322404,1.653198666
1993,14,Illinois,41.23473465,29.68515553,15.09966764,11.49464102,6.193295639,2.552677881,5308701,5715346.5,32872.39387,187877121.3,186987904,1.613307097
1994,14,Illinois,41.67962596,30.14867032,15.54048953,11.88523154,6.522738641,2.748113182,5351137,5730797.5,34476.0008,197574979.2,197016009,1.579589639
1995,14,Illinois,42.68072341,31.14450127,16.23930929,12.44892455,6.823420777,2.793132733,5437254,5743207,36881.27296,211816785,210915195,1.542447558
1996,14,Illinois,43.4930557,32.19372173,17.3560059,13.49018799,7.653436076,3.285502061,5488875,5757370.5,39808.95313,229194892.4,226032679,1.502453239
1997,14,Illinois,44.47179393,33.45359984,18.79090031,14.78828771,8.440446761,3.549706736,5553152,5753829.5,43372.14963,249555954,245953699,1.470675463
1998,14,Illinois,45.52699856,34.6461699,20.02170151,15.91355912,9.328531543,3.999351787,5636139,5795958,46423.2089,269066969,265944914,1.450428367
1999,14,Illinois,46.50701694,35.51124294,20.32986179,16.10720263,9.332728083,3.868742295,5714463,5869003,48886.08286,286912566.9,283628857,1.420791498
2000,14,Illinois,47.15552106,36.34014219,21.18736716,16.91259051,10.03797832,4.357910242,5786972,6037979.5,50653.96005,305847572.4,302994176,1.37472392
2001,14,Illinois,44.3166185,33.02486626,17.93649004,13.87840582,7.760982752,3.208779201,5775115,6173257.5,47881.03241,295581942.4,290608112,1.337183383
2002,14,Illinois,44.25616787,32.25743874,17.45325271,13.55174633,7.707931304,3.347197757,5736078,6268789.5,46167.87232,289416673.3,284862974,1.315926115
2003,14,Illinois,45.00976887,32.9925406,17.95498669,14.00598562,8.062382779,3.580387551,5722755,6322939.5,46433.11872,293593800.5,290425049,1.287181338
2004,14,Illinois,46.55237369,35.48625575,20.089297,16.02142353,9.648959627,4.436882068,5762889,6221615.861,51019.56755,317424150.7,312951786,1.253308145
2005,14,Illinois,47.93428005,37.02940164,21.65384834,17.49396847,10.72082284,4.944352299,5836193,6278877,54312.11321,341019078.5,335321455,1.212653225
2006,14,Illinois,49.24628435,38.31438558,22.95131276,18.71601855,11.64563036,5.48361393,5979694,6362826,57921.58604,368544973.6,362235603,1.174156297
2007,14,Illinois,50.84796694,40.00182124,24.66117191,20.38997152,13.14402111,6.595873464,6559358,6513975,60826.16651,396220128,392664916,1.141765778
2008,14,Illinois,49.09616836,37.68215932,22.02238416,17.87782308,11.23229114,5.584959157,6112426,6521774.5,57714.06537,376398119.8,374548593,1.099548079
2009,14,Illinois,46.73561414,34.57637942,18.39214188,14.37443829,8.43777491,3.969364256,6008183,6575157,52027.82599,342091124.3,350438403,1.103473993
2010,14,Illinois,48.65716024,36.56520776,20.34992829,16.08810032,9.517612219,4.474934997,6043865,6649341.5,53504.82602,355771860.1,362269375,1.085666067
2011,14,Illinois,48.47933908,36.23338725,19.73122171,15.44916997,8.908896083,3.938003561,6122028,6753156,54600.06627,368722765.1,371414191,1.05244533
2012,14,Illinois,50.51615635,38.71792672,22.37840367,17.96668553,10.8716723,5.044606559,6077090,6718235.413,59288.94948,398317120,403120062,1.031107085
1917,15,Indiana,34.35213757,25.09302883,11.77401501,8.815356259,4.559738487,1.407704351,85021,1244373.465,836.3077235,1040679.14,261265.426,16.9433874
1918,15,Indiana,33.76359385,24.21941627,10.57839872,7.55913155,3.544067454,1.02813742,104581,1238046.004,989.8178555,1225440.041,325549.44,14.42629881
1919,15,Indiana,33.69136029,24.10579655,10.96522687,7.973458957,3.71451589,1.03264749,130383,1247989.503,1159.75766,1447365.386,417323.251,12.56034896
1920,15,Indiana,31.55022591,21.54872863,9.928512635,7.237259561,3.274012337,0.840160975,189587,1265360.586,1356.305006,1716214.897,556061.991,10.84376794
1921,15,Indiana,36.70153281,25.24649468,11.22048174,8.059879704,3.607815013,0.949135964,150300,1284790.831,966.7088935,1242018.722,406242.138,12.1385462
1922,15,Indiana,36.60939069,25.58258057,11.75544404,8.559488159,3.968240562,1.089351362,153469,1297246.047,1005.41189,1304266.601,426365.818,12.96067881
1923,15,Indiana,34.48190522,23.38836917,10.69159343,7.875432393,3.656415803,1.055925906,178831,1313991.016,1178.165889,1548099.393,510507.072,12.73240854
1924,15,Indiana,37.53640205,26.6728801,12.63992845,9.310696752,4.305572143,1.202981285,156845,1333523.841,1045.948842,1394797.718,461717.343,12.70754055
1925,15,Indiana,38.15680754,29.74191567,15.61573374,12.01227194,6.245925468,2.39199896,80300,1347583.293,989.4951693,1333427.159,344266.673,12.39287764
1926,15,Indiana,37.34275586,29.37196172,16.38201131,12.71238299,7.108927619,3.320785876,77126,1359591.378,1050.906357,1428803.222,358624.82,12.2759637
1927,15,Indiana,37.8424649,29.62368997,16.37115673,12.59986599,6.777067727,2.74829983,76703,1372126.032,1009.72436,1385469.079,349434.464,12.51203993
1928,15,Indiana,39.44405041,31.2902244,17.55585314,13.61572387,7.44293997,3.00876447,75376,1382485.914,996.2218928,1377262.734,365336.866,12.68276952
1929,15,Indiana,33.2746366,26.25643738,14.65247361,11.22208497,6.066939982,2.571611292,77668,1390099.379,1182.620059,1643959.409,359198.192,12.68276952
1930,15,Indiana,35.41195058,26.27316454,13.96038376,10.3870349,5.214198122,1.912407006,67551,1398039.532,951.4283121,1330134.392,268795.447,13.01252152
1931,15,Indiana,36.16650659,25.25217187,12.86728926,9.246033385,4.317674525,1.453227524,57284,1415175.149,769.447791,1088903.393,204113.644,14.26811571
1932,15,Indiana,41.14271712,28.38785466,13.1439718,9.303288964,4.32256735,1.465378814,67180,1430624.419,538.9685407,771061.5554,168589.964,15.90772802
1933,15,Indiana,39.90920338,28.25551388,13.58992114,9.767463691,4.749464614,1.759042271,64160,1445512.237,518.7790201,749901.4218,161588.782,16.7687133
1934,15,Indiana,38.30003837,27.97947867,13.67449563,10.04493229,4.959943071,1.905177025,71326,1461211.394,630.881706,921851.537,198437.695,16.22508918
1935,15,Indiana,36.57069185,26.66645803,13.33314712,9.877190058,4.856198512,1.755848261,83996,1478021.762,744.652468,1100612.553,245974.879,15.83031816
1936,15,Indiana,38.49586528,28.93133534,15.45475891,11.77219942,5.877169302,2.196451098,104488,1494152.161,848.1041404,1267196.634,332017.638,15.67773678
1937,15,Indiana,36.71748128,27.25644387,13.62949474,10.2073709,4.882694602,1.517650525,133673,1510089.787,958.9022723,1448028.528,401909.777,15.13083898
1938,15,Indiana,39.10829887,28.81475613,13.76598208,10.17933947,4.816262317,1.586806382,123223,1528892.863,811.2944262,1240382.258,337784.021,15.41767953
1939,15,Indiana,40.33747557,29.86385834,14.19208638,10.50094906,5.032172542,1.629922151,157112,1548547.336,885.9787529,1371980.038,443061.367,15.64004991
1940,15,Indiana,43.81701281,29.98190717,14.56201032,10.78664615,5.083152412,1.549081875,353689,1570651.837,938.2247449,1473624.419,806229.15,15.49109705
1941,15,Indiana,38.10331544,26.25169834,13.12201589,9.763579331,4.622092132,1.453681284,684616,1577228.241,1258.275399,1984587.494,1462453.637,14.75342576
1942,15,Indiana,33.65779721,23.07870954,11.22040581,8.337377727,3.941580207,1.246969918,1004522,1585473.421,1603.943523,2543009.825,2044921.242,13.33250156
1943,15,Indiana,31.03956145,21.02528021,9.902648242,7.308187115,3.368101018,0.948611329,1186198,1598213.531,1989.540192,3179710.055,2637290,12.56034896
1944,15,Indiana,34.86373639,24.40213831,12.05939275,8.807857721,3.966907379,1.184839189,1294198,1607861.694,1959.933966,3151302.746,3144033,12.34584585
1945,15,Indiana,31.57635024,21.68378384,10.25211503,7.411480828,3.334932192,1.026336231,1338572,1615546.372,2025.482518,3272260.933,3160005,12.07098472
1946,15,Indiana,34.19948137,23.99537617,11.19693201,8.023361432,3.550693906,1.122694555,1426205,1621935.884,2184.929799,3543816.045,3459664,11.12181327
1947,15,Indiana,31.71080062,21.94394173,10.1240406,7.191069222,3.141927245,0.97694115,1489451,1642391.718,2472.177768,4060284.293,3970316,9.725352409
1948,15,Indiana,31.02984558,21.03600589,9.700036451,6.896676079,2.98457305,0.838363455,1441605,1659523.037,2797.806651,4643024.591,4364014,9.02394003
1949,15,Indiana,32.510688,22.19595338,9.843897134,6.876839251,2.904957246,0.799487434,1409222,1676558.292,2633.877136,4415848.551,4374124,9.112410031
1950,15,Indiana,31.24099225,21.10382332,10.12153284,7.291842741,3.262034303,0.826556553,1464200,1698766.516,2968.85893,5043398.141,4816972,9.02394003
1951,15,Indiana,30.21651713,20.10584132,9.274369395,6.675395311,2.920516494,0.913206076,1521399,1709835.418,3377.272487,5774580.115,5542162,8.362803036
1952,15,Indiana,29.81414904,19.80097685,8.408372981,5.85372981,2.464967781,0.695212296,1560771,1720885.931,3488.663351,6003591.679,5865932,8.183975801
1953,15,Indiana,27.93989296,18.58553859,7.908381512,5.46249374,2.193406336,0.568697659,1582879,1730680.959,3793.019955,6564507.411,6309457,8.122672612
1954,15,Indiana,29.40723047,19.91468551,8.706712578,6.041201495,2.546726427,0.708145717,1528812,1741940.79,3605.606361,6280752.793,6103459,8.082311505
1955,15,Indiana,30.23880101,20.25303439,8.752748769,6.106196758,2.575223919,0.778394261,1552459,1753036.967,3920.254422,6872350.923,6592920,8.112544591
1956,15,Indiana,29.90216506,20.18253564,8.975238656,6.430086737,2.802340585,0.836912838,1560526,1763970.606,4179.791914,7373030.074,7032222,7.992949339
1957,15,Indiana,30.81426172,20.35461352,8.733759417,6.127659493,2.483230342,0.713163697,1547965,1775154.244,4226.544207,7502767.886,7252595,7.717984296
1958,15,Indiana,31.08224708,20.40572693,8.531726743,5.950795069,2.536118489,0.791033688,1521475,1783558.908,4130.77196,7367475.125,7004294,7.513003189
1959,15,Indiana,31.18537845,20.62049898,8.656112201,6.095481893,2.604808511,0.799266818,1550060,1791598.406,4478.295452,8023306.993,7647883,7.461367429
1960,15,Indiana,30.99442877,20.29909861,8.413491796,5.877096233,2.56470534,0.814971814,1566046,1797696.772,4628.755485,8321098.794,8022075,7.335330817
1961,15,Indiana,31.25796751,20.52474579,8.664622378,6.114953008,2.583655782,0.839503595,1567519,1826904.368,4739.1754,8658020.241,8142474,7.26173218
1962,15,Indiana,31.23354537,20.44534892,8.362671134,5.857195495,2.566315108,0.863716773,1590890,1854284.096,4950.614819,9179846.323,8665270,7.189595767
1963,15,Indiana,31.1874228,20.38050937,8.333485019,5.763435866,2.418064607,0.739844725,1621249,1880151.814,5174.367915,9728597.222,9239415,7.095614123
1964,15,Indiana,31.89499962,20.92956038,9.096865357,6.362952915,2.719189227,1.215823233,1659633,1905351.837,5499.876615,10479200.01,9908149,7.004057812
1965,15,Indiana,31.73913116,21.08454387,9.175370683,6.297804732,2.626148659,1.005954345,1717323,1928137.918,6032.23769,11630986.22,10939114,6.892882291
1966,15,Indiana,30.5763296,20.44111302,8.85468413,5.975226153,2.415641188,0.781193598,1798335,1949265.335,6437.155316,12547723.72,12118092,6.701413339
1967,15,Indiana,31.39343453,21.16784342,9.303296341,6.391056253,2.774021987,0.987974621,1824416,1969241.212,6752.186573,13296684.07,12922245,6.500772221
1968,15,Indiana,31.81179201,21.36747128,9.560480451,6.767209969,3.049280432,1.145379797,1837149,1987549.534,7298.525329,14506180.62,13991819,6.239246901
1969,15,Indiana,31.37156704,20.5548245,8.894996912,6.254330302,2.874317034,1.12459225,1899073,2005523.402,7767.258542,15577418.78,15160129,5.916234119
1970,15,Indiana,31.01790644,20.13407711,8.235790883,5.643132575,2.383757573,0.801612752,1878623,2027387.098,7828.116933,15870623.27,15668623,5.596025571
1971,15,Indiana,31.77514293,20.8108756,8.524730047,5.853098795,2.491464026,0.853348805,1886073,2066494.409,8346.199226,17247374.03,16928623,5.361130671
1972,15,Indiana,32.1343539,21.1626111,8.871121024,6.178606543,2.748213896,0.967677654,1942712,2102424.654,9053.010564,19033272.61,18711639,5.194396942
1973,15,Indiana,30.84182405,20.09251399,8.103539315,5.617276858,2.304845554,0.637193087,1973843,2136638.943,10100.77541,21581710.11,20563301,4.890220544
1974,15,Indiana,32.14198374,20.85547255,8.150834917,5.507118177,2.258412455,0.676058114,2048433,2170681.613,10510.26072,22814429.7,22479891,4.404174283
1975,15,Indiana,32.34028679,20.86354674,8.408488265,5.760362982,2.295405344,0.681149752,2022623,2207025.877,10773.35776,23777079.36,23230632,4.035795393
1976,15,Indiana,31.64753847,20.47325782,8.166507503,5.534885773,2.139658305,0.635483974,2085922,2243344.245,12000.52649,26921312.04,26179108,3.815919019
1977,15,Indiana,31.96772586,20.53283598,8.104596473,5.594209498,2.231392117,0.63364655,2117978,2281711.139,12999.92455,29662072.64,28786703,3.582933864
1978,15,Indiana,32.18698294,20.20598727,8.176436537,5.581816464,2.184002767,0.615579848,2207971,2322162.045,14172.46535,32910761.1,32295302,3.330150187
1979,15,Indiana,32.26337457,20.52064466,8.681341704,5.973900235,2.579982566,0.821672996,2227638,2351909.421,15556.28568,36586974.84,35128745,3.039053142
1980,15,Indiana,33.34482889,20.96537034,8.544987501,5.837311329,2.546477928,0.804710768,2202492,2392850.25,16036.79565,38373650.47,37209694,2.735386935
1981,15,Indiana,33.51825682,20.65399578,8.368372013,5.797997769,2.536892329,0.826398236,2197447,2414599.75,17144.53557,41397191.31,39408323,2.49761264
1982,15,Indiana,32.723036,21.98401569,9.697847212,7.154980184,3.751087033,1.557463375,2134086,2386538.75,17672.80804,42176841.21,39422484,2.355472083
1983,15,Indiana,33.38071269,23.00475745,11.07385811,7.820482124,4.196189719,1.707837209,2157581.053,2410200.292,17869.87061,43069967.38,,2.259049249
1984,15,Indiana,33.98499921,22.89423051,10.4446734,7.399209152,3.831233104,1.512270605,2227423.95,2451587.538,19251.68966,47197202.45,,2.170210234
1985,15,Indiana,35.04489029,23.17931905,10.0720681,7.15529843,3.44297091,1.129976413,2277174.134,2494368.033,20463.27044,51042927.64,,2.098175495
1986,15,Indiana,37.89373672,26.54982963,13.23601139,10.15217996,5.522838152,2.238262793,2308198,2539045,22324.72637,56683484.86,51454068,2.060863542
1987,15,Indiana,35.25573035,23.41921817,10.09673651,7.21232808,3.379174749,1.138310481,2385246,2549287.5,22322.33424,56906047.64,56972231,1.993507337
1988,15,Indiana,37.40683356,25.6996649,12.15717952,9.042033327,4.546791214,1.631489624,2443546,2610614.25,23850.86646,62265411.85,62375784,1.922940705
1989,15,Indiana,36.26167993,24.57873945,11.1188923,8.093048347,3.906928898,1.356288689,2490485,2627198.75,25237.38955,66303638.28,65784636,1.843412935
1990,15,Indiana,36.55866793,24.7513757,11.61887865,8.647248666,4.333685263,1.593231984,2525554,2629799,26238.26991,69001375.97,68950703,1.755897371
1991,15,Indiana,37.32011874,24.96075627,11.30126619,8.271229019,4.041691709,1.440147366,2543694,2677882,26065.46974,69800252.25,71239701,1.695113016
1992,15,Indiana,37.45454157,26.01444595,12.41755073,9.328355374,4.840553541,1.874290014,2526136,2702694.25,27491.91964,74302253.13,75257277,1.653198666
1993,15,Indiana,37.770806,26.2238932,12.41727424,9.338085199,4.890871127,1.935824339,2548815,2723032.75,28408.31232,77356764.83,78734412,1.613307097
1994,15,Indiana,38.27540393,26.45367652,12.67914926,9.580866801,5.113137611,2.069780086,2603399,2756648.25,29728.1998,81950189.95,83986561,1.579589639
1995,15,Indiana,38.79127085,26.6778705,12.86450317,9.630807108,4.99608302,1.890258045,2656785,2755778.75,31557.84454,86966437.39,89204733,1.542447558
1996,15,Indiana,39.17753171,27.31272003,13.4636335,10.17775489,5.413087183,2.118684929,2690910,2784217,33496.31694,93261015.05,94527873,1.502453239
1997,15,Indiana,39.58825604,28.06148422,14.20961821,10.80427584,5.711063053,2.230815594,2724201,2808238,35903.15493,100824604,101492807,1.470675463
1998,15,Indiana,40.40087418,29.20286888,15.46459411,11.98545335,6.740852173,2.760032806,2765157,2815171.75,38913.84215,109549149.1,109635954,1.450428367
1999,15,Indiana,39.89373463,28.74886121,14.88624678,11.4050149,6.241995102,2.419787483,2803511,2824154.25,41206.72514,116374147.9,115131164,1.420791498
2000,15,Indiana,38.72366194,27.83284902,14.2692431,10.88139103,5.878802118,2.22886699,2837446,2896648.75,42565.31524,123296767.2,119553756,1.37472392
2001,15,Indiana,37.9913893,26.70471625,13.0181841,9.707435109,5.099997761,1.991472081,2824241,2962576.5,40534.51885,120086613,117976731,1.337183383
2002,15,Indiana,38.87093047,27.1245008,13.05684931,9.842156511,5.225845468,2.056633059,2819025,3026839.25,38863.04921,117632202.7,117164165,1.315926115
2003,15,Indiana,38.82875204,27.27967605,13.45734692,10.28027192,5.63719759,2.33536822,2816535,2972281.25,40510.76887,120409398.7,119764629,1.287181338
2004,15,Indiana,39.334087,28.33142788,14.31563957,11.06621953,6.198999036,2.569887006,2854911,3029670.722,43062.89595,130466395.1,127615390,1.253308145
2005,15,Indiana,40.33516001,29.27847511,15.50951559,12.16951371,6.969072803,2.917024178,2883701,3043979.5,45251.4748,137744561.6,134324776,1.212653225
2006,15,Indiana,41.39419617,29.39805361,16.32458513,12.88455181,7.431846995,3.139783963,2969013,3077230.5,47463.4465,146055965.2,142501220,1.174156297
2007,15,Indiana,41.4408952,29.67813235,16.54793872,13.10261121,7.639111949,3.320254509,3243323,3075700.5,50279.47914,154644619.1,150941776,1.141765778
2008,15,Indiana,40.6763848,28.23196174,14.47346734,11.10500279,6.120337407,2.523049529,3019320,3115170.75,46971.03108,146322782.1,144377323,1.099548079
2009,15,Indiana,41.30860771,28.06530312,13.64994238,10.2645436,5.50915491,2.280008898,2951362,3138400.5,42354.92821,132926727.9,138570251,1.103473993
2010,15,Indiana,41.78772743,28.79760164,14.24495531,10.68629826,5.59871181,2.245276525,2981543,3168563.25,44213.95194,140094703.3,143179708,1.085666067
2011,15,Indiana,42.22478948,29.16294644,14.35600488,10.80503393,5.67559129,2.262341596,3018318,3241574.25,45055.06512,146049338.9,147573636,1.05244533
2012,15,Indiana,42.4045798,29.92202403,15.48905066,11.85946377,6.374411821,2.508110741,3029600,3273433.829,48602.91679,159098432,157568594,1.031107085
1917,16,Iowa,24.42451879,16.31966058,6.51578717,4.506531548,1.980871192,0.517345632,114970,984142.3477,1612.942531,1587365.049,337283.861,16.9433874
1918,16,Iowa,25.01062726,16.3929382,6.222442037,4.135451275,1.662666241,0.409970973,118933,980611.0072,2042.186396,2002590.459,450267.585,14.42629881
1919,16,Iowa,25.62100164,16.95202763,6.782644499,4.526214319,1.766129142,0.402533764,133796,989973.8346,2182.092693,2160214.671,527163.054,12.56034896
1920,16,Iowa,24.91500817,17.15604066,7.309739783,4.815522848,1.69673693,0.35268944,183398,1005263.443,2291.026284,2303084.97,631560.789,10.84376794
1921,16,Iowa,31.6071431,21.57171955,9.042986019,6.309462241,2.604773871,0.626833842,111483,1015385.117,1116.247153,1133420.746,313762.935,12.1385462
1922,16,Iowa,29.28536718,19.13245741,7.893438763,5.590694434,2.462693948,0.657252797,131870,1019890.389,1274.241133,1299586.285,359562.822,12.96067881
1923,16,Iowa,29.66266844,19.73631431,8.167667281,5.823808334,2.603647417,0.755858996,135864,1027676.244,1266.436912,1301487.129,363242.331,12.73240854
1924,16,Iowa,32.80796526,23.61425751,10.44047161,7.478742174,3.40023338,0.906229724,110404,1037522.406,1027.706515,1066268.536,298734.381,12.70754055
1925,16,Iowa,34.32317238,26.44411622,13.6246027,10.01779768,4.877987125,1.678809742,50379,1043001.892,871.9909047,909488.163,198735.93,12.39287764
1926,16,Iowa,33.44504746,25.7999744,13.15437105,9.552766188,4.4778716,1.393683111,49476,1046816.738,912.928294,955668.6183,203015.362,12.2759637
1927,16,Iowa,34.28878938,26.52808919,13.70045856,10.37720288,5.064153281,1.701126598,45349,1050966.9,848.862869,892126.7781,190436.034,12.51203993
1928,16,Iowa,35.12427424,28.24303791,16.44008896,12.7252067,7.374726987,3.88938886,40789,1053388.391,938.2135774,988303.2902,221881.247,12.68276952
1929,16,Iowa,29.28927759,23.19988135,12.58609089,9.277498791,4.623662342,1.764004013,45740,1053674.428,1123.888558,1184212.633,217066.964,12.68276952
1930,16,Iowa,30.80127774,22.93849859,12.04539825,8.639125201,3.951807403,1.268909492,41131,1054175.264,943.2573154,994358.5291,167015.394,13.01252152
1931,16,Iowa,32.4964003,22.86954605,12.36993852,8.720652971,3.870740877,1.210043279,31495,1063633.994,710.4159418,755622.5455,119208.367,14.26811571
1932,16,Iowa,39.05192552,26.57091734,11.68530373,7.899697108,3.411539447,0.975102904,46006,1071756.917,521.475055,558894.4971,109827.263,15.90772802
1933,16,Iowa,39.68839272,27.62189578,12.92568919,8.861262681,3.909566691,1.158989156,42728,1079396.685,450.8164823,486609.8166,96824.814,16.7687133
1934,16,Iowa,42.70700688,30.46829979,14.27834274,10.00476608,4.284846679,1.139005944,49558,1087579.477,483.9378278,526320.8496,119449.914,16.22508918
1935,16,Iowa,30.37908299,21.55407076,10.21925543,7.177955074,3.124139811,0.880382208,59398,1096522.199,762.034907,835588.1919,148521.665,15.83031816
1936,16,Iowa,37.59019683,27.75496228,13.64052945,9.888470853,4.456328895,1.151006307,68901,1104892.621,688.8219786,761074.3212,184114.736,15.67773678
1937,16,Iowa,28.75405815,21.5825853,10.13958172,7.238176687,3.239922749,0.878567183,74297,1113055.096,905.3057134,1007655.138,196767.39,15.13083898
1938,16,Iowa,32.64350227,23.83218386,10.75591647,7.61261556,3.252077596,0.860295047,76652,1123258.184,784.0654461,880707.9288,185578.539,15.41767953
1939,16,Iowa,34.53164359,25.90574029,11.51218126,8.039054393,3.426084142,0.891477111,96537,1134006.828,811.7006951,920474.1307,236361.81,15.64004991
1940,16,Iowa,40.26394338,26.84716219,11.7879684,8.332816114,3.571776744,0.954804741,254910,1146462.244,851.2023752,975871.3853,470661.846,15.49109705
1941,16,Iowa,38.99440253,26.56090963,11.81594214,8.34197281,3.658991891,1.070402356,433720,1141003.087,1032.991792,1178646.823,795209.689,14.75342576
1942,16,Iowa,36.05328681,24.39138673,10.36878765,7.244891437,3.113264321,0.848097685,642394,1136746.655,1405.443346,1597633.022,1234619.291,13.33250156
1943,16,Iowa,34.7004514,23.81001037,10.1788838,7.128180459,3.106006297,0.846105999,746273,1135669.51,1686.970723,1915841.216,1489660,12.56034896
1944,16,Iowa,41.66576932,28.94293038,14.19083373,10.42076475,4.765357364,1.459749651,782428,1132343.772,1535.514921,1738730.758,1663934,12.34584585
1945,16,Iowa,35.01108705,23.87040399,10.14946453,7.104827853,2.900626028,0.708028683,837040,1127616.65,1680.753402,1895245.522,1775146,12.07098472
1946,16,Iowa,34.25707629,23.71912757,9.968989422,6.841999931,2.781465082,0.6979507,916945,1121987.913,2156.08583,2419102.24,2153414,11.12181327
1947,16,Iowa,39.12850332,27.03219443,10.82164376,7.240281073,2.843378206,0.746582438,948755,1126013.732,2187.151659,2462762.801,2573459,9.725352409
1948,16,Iowa,29.18918156,20.20965778,8.195708032,5.537796676,2.199328485,0.560363559,923294,1127619.74,3021.307559,3406886.045,2736718,9.02394003
1949,16,Iowa,33.12548654,22.81015887,9.543645091,6.590424856,2.602739172,0.634294381,954663,1129043.011,2512.35538,2836557.282,2735521,9.112410031
1950,16,Iowa,31.26137994,22.10465068,9.519790063,6.507930501,2.643048685,0.608952936,938132,1133803.948,2967.353831,3364397.49,2887396,9.02394003
1951,16,Iowa,29.81572662,20.49205714,8.834275974,6.046948097,2.386847384,0.614374126,953011,1130267.023,3133.919129,3542165.445,3057144,8.362803036
1952,16,Iowa,28.97311653,17.83255133,7.522631946,5.155091663,2.057006237,0.508253071,956125,1126681.872,3304.585396,3723216.46,3098004,8.183975801
